,SHIPMENT_NUMBER,Record Timestamp,Delay (minutes)
407,SEZHUK-231107-260367,2023-11-10 11:50:00,25.917
408,SEZHUK-231107-260370,2023-11-09 13:55:00,1798.404
409,SEZHUK-231107-260371,2023-11-10 11:10:00,2814.7200000000003
410,SEZHUK-231107-260376,2023-11-10 05:13:00,3.359
411,SEZHUK-231107-260377,2023-11-09 08:15:00,50.809
412,SEZHUK-231107-260379,2023-11-09 14:17:00,202.0719999833333
413,SEZHUK-231107-260381,2023-11-09 22:20:00,284.7
414,SEZHUK-231107-260383,2023-11-09 14:53:00,34.491
415,SEZHUK-231107-260400,2023-11-09 05:37:00,12.175999999999998
416,SEZHUK-231107-260418,2023-11-09 09:38:00,16.86
417,SEZHUK-231107-260420,2023-11-09 14:44:00,1847.923
418,SEZHUK-231107-260481,2023-11-10 04:01:00,269.54200000000003
419,SEZHUK-231108-260506,2023-11-08 16:57:00,6.324999983333333
420,SEZHUK-231108-260510,2023-11-13 13:52:00,4548.0470000000005
421,SEZHUK-231108-260532,2023-11-14 10:29:00,5590.423
422,SEZHUK-231108-260538,2023-11-09 13:27:00,25.51
423,SEZHUK-231108-260551,2023-11-09 16:59:00,189.355
424,SEZHUK-231108-260556,2023-11-10 11:04:00,407.415
425,SEZHUK-231108-260557,2023-11-11 15:20:00,1997.272
426,SEZHUK-231108-260649,2023-11-13 07:59:00,8.556999999999999
427,SEZHUK-231108-260695,2023-11-10 12:40:00,3.228
428,SEZHUK-231108-260717,2023-11-10 11:33:00,1783.9589999999998
429,SEZHUK-231108-260750,2023-11-10 12:07:00,7.375
430,SEZHUK-231108-260837,2023-11-13 20:16:00,148.886
431,SEZHUK-231108-260838,2023-11-14 19:25:00,55.605
432,SEZHUK-231108-260840,2023-11-20 17:31:00,0.3259999999999999
433,SEZHUK-231108-260842,2023-11-21 18:50:00,46.22
434,SEZHUK-231108-260913,2023-11-10 19:49:00,1647.5220000000002
435,SEZHUK-231109-261295,2023-11-11 16:25:00,0.966
436,SEZHUK-231109-261301,2023-11-13 10:08:00,394.4359999833333
437,SEZHUK-231109-261305,2023-11-27 10:31:00,17405.77
438,SEZHUK-231109-261311,2023-11-11 13:01:00,36.739
439,SEZHUK-231109-261351,2023-11-14 02:40:00,4.8100000000000005
440,SEZHUK-231109-261352,2023-11-15 21:41:00,13.863
441,SEZHUK-231109-261358,2023-11-13 19:03:00,113.717
442,SEZHUK-231109-261369,2023-11-13 15:42:00,12.092
443,SEZHUK-231109-261376,2023-12-16 18:26:00,51880.75999998333
444,SEZHUK-231109-261387,2023-12-15 11:15:00,221.803
445,SEZHUK-231109-261388,2023-12-15 11:00:00,189.249
446,SEZHUK-231109-261440,2023-11-13 13:49:00,90.89999998333332
447,SEZHUK-231109-261483,2023-11-13 14:58:00,10.024
448,SEZHUK-231109-261488,2023-11-13 14:15:00,169.04
449,SEZHUK-231109-261499,2023-11-10 09:27:00,57.216
450,SEZHUK-231109-261507,2023-11-10 12:14:00,74.164
451,SEZHUK-231110-261600,2023-11-13 17:53:00,204.01
452,SEZHUK-231110-261608,2023-11-14 14:22:00,142.696
453,SEZHUK-231110-261617,2023-11-13 18:31:00,304.89300000000003
454,SEZHUK-231110-261644,2023-11-16 23:46:00,119.236
455,SEZHUK-231110-261645,2023-11-16 23:46:00,119.236
456,SEZHUK-231110-261663,2023-11-14 09:27:00,2.3310000000000004
457,SEZHUK-231110-261684,2023-11-16 20:10:00,90.445
458,SEZHUK-231110-261685,2023-11-17 20:52:00,114.488
459,SEZHUK-231110-261689,2023-11-21 20:39:00,49.924
460,SEZHUK-231110-261690,2023-11-22 21:11:00,124.82299998333332
461,SEZHUK-231110-261691,2023-11-23 20:18:00,71.42800000000001
462,SEZHUK-231110-261692,2023-11-24 19:17:00,14.653
463,SEZHUK-231110-261696,2023-11-29 19:26:00,49.57899999999999
464,SEZHUK-231110-261698,2023-12-01 19:58:00,76.604
465,SEZHUK-231110-261714,2023-11-14 00:27:00,2.723999983333333
466,SEZHUK-231110-261719,2023-11-28 09:42:00,21978.766
467,SEZHUK-231110-261721,2023-11-15 10:20:00,3045.850999983333
468,SEZHUK-231110-261727,2023-11-14 12:06:00,101.828
469,SEZHUK-231110-261877,2023-11-20 12:50:00,8597.056
470,SEZHUK-231110-261932,2023-11-12 08:40:00,100.28933333333332
471,SEZHUK-231111-262061,2023-11-13 10:41:00,260.7443333333333
472,SEZHUK-231112-262144,2023-11-16 11:04:00,18.41633333333333
473,SEZHUK-231112-262147,2023-11-17 11:17:00,180.8953333166667
474,SEZHUK-231112-262157,2023-11-15 10:16:00,3002.579333316666
475,SEZHUK-231112-262163,2023-11-22 12:01:00,7793.540333333333
476,SEZHUK-231112-262171,2023-11-15 10:12:00,1540.9713333166667
477,SEZHUK-231112-262176,2023-11-16 03:35:00,1293.1013333333333
478,SEZHUK-231112-262177,2023-11-15 14:55:00,388.6743333333333
479,SEZHUK-231112-262180,2023-11-16 19:47:00,874.7673333333333
480,SEZHUK-231112-262209,2023-11-14 05:16:00,102.30833333333334
481,SEZHUK-231112-262218,2023-11-18 07:59:00,59.53233333333333
482,SEZHUK-231112-262234,2023-11-17 06:53:00,22.42233333333333
483,SEZHUK-231113-262259,2023-11-16 09:21:00,20.906
484,SEZHUK-231113-262339,2023-11-15 12:35:00,70.41899998333334
485,SEZHUK-231113-262341,2023-11-15 21:38:00,49.87999998333333
486,SEZHUK-231113-262344,2023-11-15 10:01:00,36.247
487,SEZHUK-231113-262351,2023-11-14 12:53:00,73.31700000000001
488,SEZHUK-231113-262353,2023-11-14 12:37:00,42.81799998333334
489,SEZHUK-231113-262362,2023-11-15 01:58:00,760.8389999999999
490,SEZHUK-231113-262368,2023-11-14 16:50:00,208.044
491,SEZHUK-231113-262451,2023-11-15 16:04:00,39.542
492,SEZHUK-231113-262452,2023-11-15 16:56:00,31.073
493,SEZHUK-231113-262490,2023-11-15 14:55:00,0.986
494,SEZHUK-231113-262572,2023-11-17 12:24:00,4639.772
495,SEZHUK-231113-262575,2023-11-28 10:05:00,20288.404
496,SEZHUK-231113-262585,2023-11-14 16:12:00,68.75999998333333
497,SEZHUK-231113-262587,2023-11-16 07:52:00,2855.162
498,SEZHUK-231113-262600,2023-11-14 12:49:00,254.206
499,SEZHUK-231113-262601,2023-11-17 08:57:00,4071.291
500,SEZHUK-231114-262619,2023-11-16 14:50:00,552.943
501,SEZHUK-231114-262621,2023-11-15 17:02:00,201.68400000000003
502,SEZHUK-231114-262627,2023-11-16 07:46:00,14.212
503,SEZHUK-231114-262650,2023-11-16 14:02:00,0.5569999833333333
504,SEZHUK-231114-262664,2023-11-15 12:23:00,53.24
505,SEZHUK-231114-262695,2023-11-22 08:32:00,38.006
506,SEZHUK-231114-262696,2023-11-22 12:24:00,90.596
507,SEZHUK-231114-262745,2023-11-22 15:16:00,7317.436
508,SEZHUK-231114-262751,2023-11-22 15:52:00,7353.428
509,SEZHUK-231114-262757,2023-11-16 10:56:00,73.31700000000001
510,SEZHUK-231114-262763,2023-11-17 19:47:00,1046.327
511,SEZHUK-231114-262774,2023-11-16 17:58:00,635.496
512,SEZHUK-231114-262824,2023-11-23 14:35:00,10.759
513,SEZHUK-231114-262825,2023-11-24 17:35:00,6.015
514,SEZHUK-231114-262829,2023-11-22 17:30:00,0.049
515,SEZHUK-231114-262831,2023-11-22 15:18:00,0.224
516,SEZHUK-231114-262924,2023-11-27 02:03:00,1357.719
517,SEZHUK-231115-263015,2023-11-19 13:14:00,3106.018
518,SEZHUK-231115-263033,2023-11-16 12:51:00,27.682
519,SEZHUK-231115-263037,2023-11-17 09:50:00,1193.922
520,SEZHUK-231115-263038,2023-11-16 13:49:00,13.488
521,SEZHUK-231115-263041,2023-11-16 14:28:00,61.747
522,SEZHUK-231115-263051,2023-11-17 08:00:00,0.519
523,SEZHUK-231115-263112,2023-11-21 22:30:00,6776.7970000000005
524,SEZHUK-231115-263131,2023-11-17 08:00:00,10.550999999999998
525,SEZHUK-231115-263134,2023-11-17 10:26:00,179.884
526,SEZHUK-231115-263146,2023-11-17 11:42:00,747.018
527,SEZHUK-231115-263157,2023-11-16 12:32:00,7.044
528,SEZHUK-231115-263171,2023-11-17 16:41:00,0.06
529,SEZHUK-231115-263172,2023-11-20 13:30:00,4153.186
530,SEZHUK-231115-263175,2023-11-16 14:55:00,115.487
531,SEZHUK-231115-263259,2023-11-23 12:01:00,8502.436
532,SEZHUK-231116-263345,2023-11-30 21:48:00,4.7439999833333335
533,SEZHUK-231116-263402,2023-12-01 06:55:00,1477.236
534,SEZHUK-231116-263428,2023-11-20 10:24:00,85.30699998333333
535,SEZHUK-231116-263429,2023-11-20 07:17:00,6.553999983333333
536,SEZHUK-231116-263462,2023-11-17 14:18:00,18.977999983333333
537,SEZHUK-231116-263463,2023-11-20 09:48:00,56.243
538,SEZHUK-231116-263468,2023-11-20 18:50:00,452.303
539,SEZHUK-231116-263473,2023-11-17 18:26:00,233.418
540,SEZHUK-231116-263474,2023-11-20 05:53:00,1.426
541,SEZHUK-231116-263488,2023-11-21 16:11:00,1843.8929999833333
542,SEZHUK-231116-263503,2023-11-21 02:32:00,14.049
543,SEZHUK-231116-263564,2023-11-18 01:48:00,24.945
544,SEZHUK-231116-263593,2023-11-20 17:18:00,11.625
545,SEZHUK-231117-263831,2023-11-21 12:25:00,0.28
546,SEZHUK-231117-263837,2023-11-21 11:57:00,73.865
547,SEZHUK-231117-263860,2023-11-22 09:17:00,47.12199998333333
548,SEZHUK-231117-263889,2023-11-22 08:41:00,3110.704
549,SEZHUK-231117-263890,2023-11-22 08:29:00,2869.9559999833336
550,SEZHUK-231117-263891,2023-11-28 08:48:00,11694.659
551,SEZHUK-231117-263981,2023-11-21 12:37:00,38.205000000000005
552,SEZHUK-231117-264051,2023-11-24 12:21:00,56.68799998333333
553,SEZHUK-231117-264098,2023-11-19 07:28:00,25.106333333333332
554,SEZHUK-231117-264128,2023-11-20 20:33:00,213.126
555,SEZHUK-231118-264182,2023-11-20 04:30:00,44.28333333333333
556,SEZHUK-231119-264247,2023-11-23 09:41:00,174.7493333333333
557,SEZHUK-231119-264256,2023-11-22 15:47:00,3499.5323333333336
558,SEZHUK-231119-264257,2023-11-25 06:17:00,16.828333333333333
559,SEZHUK-231119-264277,2023-11-24 04:02:00,28.137333316666663
560,SEZHUK-231119-264286,2023-11-22 16:05:00,223.0493333333333
561,SEZHUK-231119-264287,2023-11-21 11:08:00,243.85433331666667
562,SEZHUK-231119-264288,2023-11-21 10:55:00,33.23533333333333
563,SEZHUK-231119-264306,2023-11-24 16:18:00,593.3403333333333
564,SEZHUK-231119-264307,2023-11-26 09:41:00,2927.2323333166664
565,SEZHUK-231119-264310,2023-11-25 12:23:00,221.7483333333333
566,SEZHUK-231119-264317,2023-11-25 23:03:00,2444.5933333166668
567,SEZHUK-231119-264328,2023-11-23 08:35:00,185.7563333333333
568,SEZHUK-231119-264342,2023-11-25 05:52:00,27.172333316666663
569,SEZHUK-231119-264343,2023-11-23 10:17:00,114.33333331666668
570,SEZHUK-231120-264391,2023-11-22 14:23:00,1496.8029999833334
571,SEZHUK-231120-264418,2023-12-04 19:13:00,93.754
572,SEZHUK-231120-264421,2023-12-07 21:20:00,148.132
573,SEZHUK-231120-264422,2023-12-08 21:14:00,25.358
574,SEZHUK-231120-264426,2023-12-13 20:19:00,59.92
575,SEZHUK-231120-264427,2023-12-14 21:30:00,119.99599998333332
576,SEZHUK-231120-264428,2023-12-15 20:37:00,34.236999999999995
577,SEZHUK-231120-264430,2023-12-18 21:00:00,69.77399998333334
578,SEZHUK-231120-264431,2023-12-19 20:54:00,89.29400000000001
579,SEZHUK-231120-264432,2023-12-20 20:42:00,67.096
580,SEZHUK-231120-264433,2023-12-21 20:44:00,73.99499999999999
581,SEZHUK-231120-264434,2023-12-22 16:22:00,15.661
582,SEZHUK-231120-264561,2023-11-27 11:42:00,49.111
583,SEZHUK-231120-264583,2023-11-23 01:04:00,26.198
584,SEZHUK-231120-264599,2023-11-30 03:53:00,24.95
585,SEZHUK-231120-264601,2023-12-07 03:25:00,4.059
586,SEZHUK-231120-264647,2023-11-28 08:55:00,9931.800999983334
587,SEZHUK-231120-264653,2023-11-23 08:18:00,806.934
588,SEZHUK-231120-264702,2023-11-21 06:38:00,61.26
589,SEZHUK-231120-264725,2023-11-22 04:20:00,0.269
590,SEZHUK-231120-264729,2023-11-22 10:57:00,1510.154
591,SEZHUK-231120-264734,2023-11-22 07:15:00,36.968
592,SEZHUK-231120-264745,2023-11-21 12:34:00,34.25099998333334
593,SEZHUK-231120-264746,2023-11-21 11:26:00,55.951
594,SEZHUK-231121-264840,2023-11-23 07:34:00,24.735
595,SEZHUK-231121-264860,2023-11-23 09:42:00,44.975
596,SEZHUK-231121-264866,2023-11-21 17:07:00,73.38299998333333
597,SEZHUK-231121-265105,2023-11-23 12:13:00,89.087
598,SEZHUK-231122-265140,2023-11-23 14:43:00,43.219
599,SEZHUK-231122-265146,2023-11-23 15:52:00,112.781
600,SEZHUK-231122-265160,2023-11-23 08:50:00,117.787
601,SEZHUK-231122-265206,2023-12-05 00:21:00,2886.377
602,SEZHUK-231122-265372,2023-11-29 15:56:00,20.182
603,SEZHUK-231122-265373,2023-11-30 17:31:00,1.0529999833333334
604,SEZHUK-231122-265374,2023-12-01 16:42:00,0.645
605,SEZHUK-231122-265440,2023-11-29 14:22:00,7153.414000000001
606,SEZHUK-231122-265442,2023-11-29 14:31:00,7162.410999999999
607,SEZHUK-231122-265444,2023-12-05 08:40:00,17456.627999983335
608,SEZHUK-231122-265472,2023-11-24 03:10:00,2.344
609,SEZHUK-231122-265494,2023-11-24 09:04:00,39.52
610,SEZHUK-231122-265550,2023-11-24 10:21:00,126.355
611,SEZHUK-231122-265600,2023-11-23 17:11:00,29.049
612,SEZHUK-231122-265611,2023-11-24 17:29:00,58.278
613,SEZHUK-231123-265676,2023-11-24 12:23:00,55.851
614,SEZHUK-231123-265693,2023-11-26 14:00:00,1551.261
615,SEZHUK-231123-265740,2023-11-27 09:29:00,89.383
616,SEZHUK-231123-265777,2023-12-05 08:04:00,17028.926
617,SEZHUK-231123-265778,2023-11-28 01:11:00,12.363
618,SEZHUK-231123-265779,2023-11-24 11:47:00,152.454
619,SEZHUK-231123-265787,2023-11-25 12:14:00,90.073
620,SEZHUK-231123-265789,2023-11-25 10:43:00,222.657
621,SEZHUK-231123-265791,2023-11-25 10:00:00,86.529
622,SEZHUK-231123-265797,2023-11-27 17:44:00,110.231
623,SEZHUK-231123-265805,2023-11-27 08:32:00,7.856
624,SEZHUK-231123-265814,2023-11-27 21:20:00,66.214
625,SEZHUK-231123-265896,2023-11-27 08:56:00,62.03
626,SEZHUK-231123-265919,2023-11-24 16:29:00,8.876
627,SEZHUK-231124-265947,2023-11-29 12:28:00,32.425
628,SEZHUK-231124-265966,2023-11-28 09:46:00,120.29
629,SEZHUK-231124-266037,2023-12-06 20:39:00,1380.693
630,SEZHUK-231124-266145,2023-12-08 08:28:00,15999.014
631,SEZHUK-231124-266218,2023-12-03 15:53:00,63.403
632,SEZHUK-231124-266226,2023-11-30 23:12:00,43.517
633,SEZHUK-231124-266240,2023-11-29 01:27:00,12.698
634,SEZHUK-231124-266279,2023-12-01 08:12:00,5817.438
635,SEZHUK-231124-266362,2023-11-30 10:24:00,158.884
636,SEZHUK-231124-266388,2023-11-26 04:28:00,103.32633333333334
637,SEZHUK-231124-266390,2023-11-26 05:30:00,166.44933333333333
638,SEZHUK-231125-266481,2023-11-27 06:55:00,64.78433331666666
639,SEZHUK-231125-266483,2023-11-26 09:58:00,12.736333333333333
640,SEZHUK-231125-266493,2023-11-26 17:17:00,627.3573333166667
641,SEZHUK-231126-266512,2023-11-27 03:42:00,56.889
642,SEZHUK-231126-266537,2023-11-29 10:38:00,3045.050333333333
643,SEZHUK-231126-266561,2023-12-02 11:47:00,286.20133333333337
644,SEZHUK-231126-266562,2023-12-02 10:52:00,200.68833333333333
645,SEZHUK-231126-266567,2023-11-29 10:39:00,1604.436333333333
646,SEZHUK-231126-266574,2023-12-03 06:07:00,2789.538333333333
647,SEZHUK-231126-266575,2023-11-30 13:41:00,79.229
648,SEZHUK-231126-266580,2023-11-27 10:06:00,14.913333316666666
649,SEZHUK-231126-266582,2023-11-28 07:15:00,10.103333333333332
650,SEZHUK-231126-266592,2023-12-01 10:27:00,8.726333333333335
651,SEZHUK-231126-266593,2023-11-29 10:37:00,30.94233333333333
652,SEZHUK-231126-266598,2023-11-30 10:04:00,68.01533333333333
653,SEZHUK-231126-266599,2023-11-30 09:40:00,1.9563333333333333
654,SEZHUK-231126-266600,2023-12-02 07:29:00,202.09633331666663
655,SEZHUK-231126-266601,2023-12-02 11:06:00,33.03633331666666
656,SEZHUK-231126-266624,2023-11-30 01:32:00,1126.9253333333334
657,SEZHUK-231126-266626,2023-12-02 07:05:00,75.84333333333333
658,SEZHUK-231126-266630,2023-12-04 15:50:00,5001.1213333333335
659,SEZHUK-231126-266642,2023-11-28 03:35:00,1.4123333166666667
660,SEZHUK-231126-266644,2023-12-01 05:26:00,4137.972333333333
661,SEZHUK-231126-266645,2023-11-30 10:10:00,74.99833333333332
662,SEZHUK-231126-266646,2023-12-01 09:23:00,250.81933333333333
663,SEZHUK-231126-266648,2023-11-29 06:29:00,203.9863333333333
664,SEZHUK-231126-266649,2023-12-02 05:29:00,169.4863333333333
665,SEZHUK-231127-266710,2023-11-28 13:59:00,0.298
666,SEZHUK-231127-266724,2023-11-27 17:04:00,116.028
667,SEZHUK-231127-266740,2023-11-30 11:23:00,3086.923
668,SEZHUK-231127-266743,2023-11-29 11:45:00,1668.468
669,SEZHUK-231127-266797,2023-12-23 04:41:00,11.04
670,SEZHUK-231127-266799,2023-12-24 06:26:00,155.542
671,SEZHUK-231127-266803,2023-12-23 22:26:00,297.036
672,SEZHUK-231127-266893,2023-11-29 16:58:00,34.044000000000004
673,SEZHUK-231127-266920,2023-11-29 04:14:00,0.611
674,SEZHUK-231127-266974,2023-12-08 16:10:00,41.701
675,SEZHUK-231128-266994,2023-12-01 07:13:00,46.274
676,SEZHUK-231128-267020,2023-11-30 06:56:00,1.278
677,SEZHUK-231128-267027,2023-11-29 15:33:00,149.94799999999998
678,SEZHUK-231128-267041,2023-12-03 17:52:00,3342.7599999833333
679,SEZHUK-231128-267043,2023-11-30 16:06:00,6.357
680,SEZHUK-231128-267053,2023-12-04 13:11:00,4434.296
681,SEZHUK-231128-267075,2023-12-02 10:26:00,1600.3480000000002
682,SEZHUK-231128-267081,2023-12-01 01:58:00,33.513
683,SEZHUK-231128-267101,2023-12-05 08:04:00,4.0
684,SEZHUK-231128-267113,2023-11-30 18:28:00,3.803
685,SEZHUK-231128-267167,2023-12-21 18:48:00,17.668
686,SEZHUK-231128-267202,2023-11-29 14:22:00,0.126
687,SEZHUK-231129-267367,2023-12-05 20:23:00,143.82000000000002
688,SEZHUK-231129-267379,2023-12-05 11:30:00,250.14
689,SEZHUK-231129-267428,2023-11-30 16:10:00,70.23299999999999
690,SEZHUK-231129-267452,2023-12-13 18:12:00,568.581
691,SEZHUK-231129-267470,2023-12-20 19:57:00,7154.942999983334
692,SEZHUK-231129-267623,2023-12-05 00:21:00,1446.427
693,SEZHUK-231129-267711,2023-12-04 15:27:00,610.688
694,SEZHUK-231129-267875,2023-12-01 08:34:00,190.879
695,SEZHUK-231129-267891,2023-11-30 16:58:00,47.18899998333333
696,SEZHUK-231130-267919,2023-12-04 10:23:00,399.105
697,SEZHUK-231130-267948,2023-12-01 16:14:00,74.11999999999999
698,SEZHUK-231130-267953,2023-12-05 00:21:00,779.1460000000001
699,SEZHUK-231130-268013,2023-12-22 21:12:00,31952.21499998333
700,SEZHUK-231130-268029,2023-12-05 16:35:00,844.112
701,SEZHUK-231130-268096,2023-12-07 23:31:00,1.1039999833333334
702,SEZHUK-231130-268107,2023-12-09 03:03:00,33.041000000000004
703,SEZHUK-231130-268155,2023-12-04 16:30:00,19.297
704,SEZHUK-231130-268162,2023-12-01 17:23:00,0.838
705,SEZHUK-231130-268182,2023-12-04 09:25:00,40.504
706,SEZHUK-231130-268215,2023-12-01 17:05:00,5.131
707,SEZHUK-231130-268220,2023-12-01 17:56:00,56.047
708,SEZHUK-231201-268698,2023-12-13 08:05:00,13046.145999983331
709,SEZHUK-231201-268699,2023-12-05 09:33:00,1536.3569999833337
710,SEZHUK-231201-268715,2023-12-04 11:10:00,4.136
711,SEZHUK-231201-268719,2023-12-05 01:55:00,1.107
712,SEZHUK-231201-268722,2023-12-07 06:53:00,3308.4779999833336
713,SEZHUK-231201-268723,2023-12-05 08:57:00,373.488
714,SEZHUK-231201-268733,2023-12-05 11:02:00,37.255
715,SEZHUK-231201-268992,2023-12-04 15:42:00,1.308
716,SEZHUK-231202-269070,2023-12-03 10:29:00,0.9003333333333334
717,SEZHUK-231202-269076,2023-12-04 06:27:00,1482.8543333333332
718,SEZHUK-231202-269078,2023-12-03 17:46:00,577.4983333166667
719,SEZHUK-231203-269137,2023-12-09 12:46:00,228.21733333333336
720,SEZHUK-231203-269141,2023-12-04 10:49:00,19.485333333333333
721,SEZHUK-231203-269145,2023-12-04 18:56:00,412.4483333333334
722,SEZHUK-231203-269155,2023-12-08 00:41:00,756.1833333333333
723,SEZHUK-231203-269179,2023-12-07 11:19:00,17.926333333333332
724,SEZHUK-231203-269185,2023-12-08 12:38:00,143.16133333333337
725,SEZHUK-231203-269224,2023-12-07 06:50:00,65.79233333333333
726,SEZHUK-231203-269237,2023-12-05 11:22:00,1674.6043333333332
727,SEZHUK-231203-269262,2023-12-07 06:19:00,105.96533333333332
728,SEZHUK-231203-269282,2023-12-08 10:33:00,159.97133333333335
729,SEZHUK-231203-269297,2023-12-10 22:36:00,3697.734333333333
730,SEZHUK-231203-269309,2023-12-06 05:33:00,2632.3903333333337
731,SEZHUK-231204-269386,2023-12-05 14:43:00,44.39999998333334
732,SEZHUK-231204-269387,2023-12-11 04:05:00,8186.887
733,SEZHUK-231204-269388,2023-12-05 13:32:00,15.502
734,SEZHUK-231204-269390,2023-12-11 18:34:00,8921.402
735,SEZHUK-231204-269396,2023-12-05 13:31:00,37.595
736,SEZHUK-231204-269412,2023-12-05 17:28:00,525.807
737,SEZHUK-231204-269414,2023-12-05 21:16:00,527.825
738,SEZHUK-231204-269423,2023-12-05 21:35:00,419.955
739,SEZHUK-231204-269425,2023-12-05 22:56:00,72.383
740,SEZHUK-231204-269427,2023-12-06 03:03:00,4.569
741,SEZHUK-231204-269429,2023-12-06 05:15:00,500.156
742,SEZHUK-231204-269438,2023-12-06 06:44:00,1.541
743,SEZHUK-231204-269459,2023-12-07 08:49:00,446.602
744,SEZHUK-231204-269460,2023-12-07 01:35:00,14.678999983333334
745,SEZHUK-231204-269496,2023-12-08 05:34:00,144.51899999999998
746,SEZHUK-231204-269497,2023-12-11 07:28:00,4385.294
747,SEZHUK-231204-269568,2023-12-07 23:36:00,3370.0460000000003
748,SEZHUK-231204-269569,2023-12-07 12:27:00,2758.8740000000003
749,SEZHUK-231205-269613,2023-12-07 16:00:00,1.03
750,SEZHUK-231205-269651,2023-12-06 18:35:00,421.342
751,SEZHUK-231205-269664,2023-12-07 14:47:00,79.941
752,SEZHUK-231205-269691,2023-12-11 22:51:00,4760.186
753,SEZHUK-231205-269702,2023-12-06 15:12:00,72.67800000000001
754,SEZHUK-231205-269725,2023-12-08 05:54:00,2619.112
755,SEZHUK-231205-269728,2023-12-06 20:36:00,30.14
756,SEZHUK-231205-269729,2023-12-07 05:12:00,141.86299998333334
757,SEZHUK-231205-269730,2023-12-07 01:09:00,155.18800000000002
758,SEZHUK-231205-269744,2023-12-06 22:13:00,4.879
759,SEZHUK-231205-269756,2023-12-07 08:02:00,0.292
760,SEZHUK-231205-269762,2023-12-08 07:08:00,162.405
761,SEZHUK-231205-269913,2023-12-06 21:18:00,38.467
762,SEZHUK-231205-269918,2023-12-13 07:56:00,10359.107
763,SEZHUK-231205-269944,2023-12-12 03:50:00,2800.42
764,SEZHUK-231205-269956,2023-12-11 09:48:00,5768.518
765,SEZHUK-231205-269969,2023-12-07 15:43:00,69.52599998333334
766,SEZHUK-231205-269970,2023-12-07 00:10:00,40.237
767,SEZHUK-231205-270002,2023-12-07 11:04:00,39.357
768,SEZHUK-231205-270009,2023-12-08 05:21:00,53.174
769,SEZHUK-231205-270016,2023-12-22 15:57:00,37.2
770,SEZHUK-231205-270017,2023-12-13 17:04:00,64.83799998333333
771,SEZHUK-231205-270018,2023-12-21 15:36:00,13.892999983333334
772,SEZHUK-231205-270020,2023-12-20 16:26:00,55.957
773,SEZHUK-231205-270021,2023-12-13 15:46:00,71.639
774,SEZHUK-231205-270025,2023-12-14 16:50:00,122.38699998333333
775,SEZHUK-231205-270027,2023-12-13 17:05:00,100.32
776,SEZHUK-231205-270028,2023-12-21 17:17:00,77.69199998333333
777,SEZHUK-231205-270032,2023-12-15 17:05:00,44.485
778,SEZHUK-231205-270036,2023-12-06 20:22:00,7.329
779,SEZHUK-231205-270038,2023-12-07 19:06:00,1176.855
780,SEZHUK-231205-270040,2023-12-06 21:05:00,65.156
781,SEZHUK-231205-270042,2023-12-06 15:20:00,20.393
782,SEZHUK-231205-270066,2023-12-06 18:41:00,203.35
783,SEZHUK-231205-270077,2023-12-06 19:59:00,395.9449999833333
784,SEZHUK-231205-270082,2023-12-07 13:05:00,1259.377
785,SEZHUK-231206-270085,2023-12-07 08:02:00,163.28900000000002
786,SEZHUK-231206-270113,2023-12-11 09:44:00,4501.196
787,SEZHUK-231206-270115,2023-12-13 12:02:00,152.627
788,SEZHUK-231206-270120,2023-12-08 18:30:00,229.997
789,SEZHUK-231206-270127,2023-12-08 10:54:00,614.134
790,SEZHUK-231206-270171,2023-12-18 21:47:00,2.196
791,SEZHUK-231206-270235,2023-12-21 12:18:00,220.84
792,SEZHUK-231206-270260,2023-12-23 13:43:00,81.284
793,SEZHUK-231206-270263,2023-12-12 15:13:00,6389.2
794,SEZHUK-231206-270282,2023-12-07 13:17:00,17.209
795,SEZHUK-231206-270294,2023-12-13 07:34:00,8493.131
796,SEZHUK-231206-270308,2023-12-12 07:35:00,1442.246
797,SEZHUK-231206-270345,2023-12-08 12:54:00,1134.0839999999998
798,SEZHUK-231206-270348,2023-12-08 16:03:00,1220.411999983333
799,SEZHUK-231206-270409,2023-12-08 16:39:00,31.104
800,SEZHUK-231206-270776,2023-12-09 13:05:00,127.92499998333332
801,SEZHUK-231206-270799,2023-12-07 16:37:00,62.205000000000005
802,SEZHUK-231207-270823,2023-12-12 12:16:00,197.2509999833333
803,SEZHUK-231207-270977,2023-12-11 08:02:00,2.065
804,SEZHUK-231207-270978,2023-12-11 06:59:00,2.272
805,SEZHUK-231207-270979,2023-12-11 09:07:00,2.165
806,SEZHUK-231207-271045,2023-12-12 21:46:00,230.233
807,SEZHUK-231207-271047,2023-12-14 19:10:00,58.384
808,SEZHUK-231207-271062,2023-12-11 13:09:00,0.093
809,SEZHUK-231207-271075,2023-12-11 17:28:00,4.356
810,SEZHUK-231207-271079,2023-12-17 17:14:00,2.6540000000000004
811,SEZHUK-231207-271081,2023-12-12 17:51:00,4.7090000000000005
812,SEZHUK-231207-271121,2023-12-08 21:50:00,73.9
813,SEZHUK-231207-271148,2023-12-08 14:42:00,12.353
814,SEZHUK-231207-271321,2023-12-11 18:21:00,196.609
815,SEZHUK-231207-271422,2023-12-11 06:05:00,2308.399
816,SEZHUK-231207-271429,2023-12-09 10:26:00,1086.814
817,SEZHUK-231208-271445,2023-12-13 08:01:00,1.107
818,SEZHUK-231208-271446,2023-12-13 08:22:00,7.656000000000001
819,SEZHUK-231208-271448,2023-12-13 11:06:00,6.217
